descricao,ISO,VERSAO,IDIOMA
"Medical electrical equipment — Part 1-10: General requirements for basic safety and essential performance — Collateral standard: Requirements for the development of physiologic closed-loop controllers
Appareils électromédicaux — Partie 1-10: Exigences générales pour la sécurité de base et les performances essentielles — Norme collatérale: Exigences pour le développement des régulateurs physiologiques en boucle fermée",IEC 60601-1-10,2007,"en,fr"
Intelligent transport systems — Devices to aid reverse manoeuvres — Extended-range backing aid systems (ERBA),ISO 22840,2010,en
Radiofrequency identification of animals — Part 1: Evaluation of conformance of RFID transponders with ISO 11784 and ISO 11785 (including granting and use of a manufacturer code),ISO 24631-1,2017,en
Textile machinery and accessories — Guide rollers for dyeing and finishing machinery — Main dimensions,ISO 5249,1988,en
Water quality — Determination of the toxic effect of sediment on the growth behaviour of Myriophyllum aquaticum,ISO 16191,2013,en
Vacuum technology — Mounting dimensions of pipeline fittings — Part 2: Knife-edge flange type,ISO 9803-2,2020,en
Nuclear criticality safety — Evaluation of systems containing PWR UOX fuels — Bounding burnup credit approach,ISO 27468,2011,en
Machine taper pin reamers with Morse taper shanks,ISO 3467,2016,en
Passenger cars — Test track for a severe lane-change manoeuvre — Part 2: Obstacle avoidance,ISO 3888-2,2011,en
Plastics piping systems for renovation of underground non-pressure drainage and sewerage networks — Part 9: Lining with a rigidly anchored plastics inner layer,ISO 11296-9,2022,en
"Gas welding equipment — Blowpipes for gas welding, heating and cutting — Specifications and tests",ISO 5172,2006,en
Textiles — Synthetic filament yarns — Test method for crimp properties of textured yarns,ISO/DIS 5688,,en
Information technology — Telecommunications and information exchange between systems — Ubiquitous green community control network: Heterogeneous networks convergence and scalability,ISO/IEC/IEEE 18882,2017,en
Information technology — Storage management — Part 3: Common profiles,ISO/IEC 24775-3,2021,en
Adhesives — Test methods for isotropic electrically conductive adhesives — Part 3: Determination of heat-transfer properties,ISO 16525-3,2014,en
Plastics — Determination of total luminous transmittance and reflectance,ISO 26723,2020,en
Mechanical vibration and shock — Performance parameters for condition monitoring of structures,ISO 16587,2004,en
Ergonomics of the thermal environment — Evaluation of thermal environments in vehicles — Part 1: Principles and methods for assessment of thermal stress,ISO/TS 14505-1,2007,en
Aggregates for concrete — Test methods for chemical properties — Part 2: Determination of soluble sulfate salts,ISO 24684-2,2023,en
"Ceramic tiles — Definitions, classification, characteristics and marking",ISO 13006,2018,en
"Petroleum, petrochemical and natural gas industries — Reciprocating positive displacement pumps",ISO 13710,2004,en
"Packaging — Complete, filled transport packages — Toppling test",ISO 8768,1987,en
Textile machinery — Safety requirements — Part 2: Spinning preparatory and spinning machines,ISO 11111-2,2005,en
"Pulses — Determination of impurities, size, foreign odours, insects, and species and variety — Test methods",ISO 605,1991,en
Conveyor belts — Drum friction testing,ISO 20238,2018,en
"Petroleum and natural gas industries — Offshore production installations — Heating, ventilation and air-conditioning",ISO 15138,2018,en
Zinc coatings — Guidelines and recommendations for the protection against corrosion of iron and steel in structures — Part 1: General principles of design and corrosion resistance,ISO 14713-1,2017,en
Side and face milling (slotting) cutters with indexable inserts — Dimensions,ISO 6986,2013,en
Plastics — Symbols and abbreviated terms — Part 2: Fillers and reinforcing materials,ISO 1043-2,2011,en
Water reuse — Vocabulary,ISO/DIS 20670,,en
Aerospace — Fluid systems — Interface of 24° cone metric couplings,ISO 7319,2021,en
Surface chemical analysis — High-resolution Auger electron spectrometers — Calibration of energy scales for elemental and chemical-state analysis,ISO 17974,2002,en
Road vehicles — Test scenarios for automated driving systems - Scenario categorization,ISO/DIS 34504,,en
Nanotechnologies — Vocabulary — Part 7: Diagnostics and therapeutics for healthcare,ISO/TS 80004-7,2011,en
Implants for surgery — Wear of total knee-joint prostheses — Part 2: Methods of measurement,ISO 14243-2,2016,en
Destructive tests on welds in metallic materials — Cold cracking tests for weldments — Arc welding processes — Part 2: Self-restraint tests,ISO 17642-2,2005,en
Intelligent transport systems — Communications access for land mobiles (CALM) — Mobile wireless broadband using IEEE 802.16,ISO 25112,2010,en
Information technology — Underwater acoustic sensor network (UWASN) — Part 2: Reference architecture,ISO/IEC 30140-2,2017,en
Vocabulary related to bamboo and bamboo products,ISO 21625,2020,en
Water quality — Technetium-99 — Part 1: Test method using liquid scintillation counting,ISO 22125-1,2019,en
Programming languages — ALGOL 60,ISO 1538,1984,en
Information and documentation — Archival paper — Requirements for permanence and durability,ISO 11108,1996,en
Road vehicles — FlexRay communications system — Part 2: Data link layer specification,ISO 17458-2,2013,en
Building automation and control systems (BACS) — Part 5: Data communication protocol,ISO 16484-5,2022,en
Aluminium and aluminium alloys — Determination of iron — Orthophenanthroline photometric method,ISO 793,1973,en
Information and documentation — Thesauri and interoperability with other vocabularies — Part 1: Thesauri for information retrieval,ISO 25964-1,2011,en
Information technology — Cloud Data Management Interface (CDMI) Version 2.0.0,ISO/IEC 17826,2022,en
Thermal spraying — Acceptance inspection of thermal spraying equipment,ISO 14231,2000,en
Oilseed residues — Determination of free residual hexane,ISO 9289,1991,en
Space data and information transfer systems — Audit and certification of trustworthy digital repositories,ISO 16363,2012,en
Information technology — UPnP Device Architecture — Part 18-11: Remote Access Device Control Protocol — Remote Access Discovery Agent Service,ISO/IEC 29341-18-11,2011,en
Glass containers — Vacuum lug finishes — Part 7: 58 deep,ISO 9100-7,2005,en
Fasteners — Hexalobular socket countersunk flat head screws (common head style) with reduced loadability,ISO 14581,2022,en
Optics and photonics — Microlens arrays — Part 4: Test methods for geometrical properties,ISO 14880-4,2006,en
Fruit and vegetable products — Determination of mineral impurities content,ISO 762,2003,en
Blockchain and distributed ledger technologies — Privacy and personally identifiable information protection considerations,ISO/TR 23244,2020,en
Biotechnology — Requirements for evaluating the performance of quantification methods for nucleic acid target sequences — qPCR and dPCR,ISO 20395,2019,en
Industrial automation systems and integration — Product data representation and exchange — Part 209: Application protocol: Multidisciplinary analysis and design,ISO 10303-209,2014,en
Series 1 freight containers — Specification and testing — Part 4: Non-pressurized containers for dry bulk,ISO 1496-4,1991,en
Space environment (natural and artificial) — Process-based implementation of meteoroid and debris environment models (orbital altitudes below GEO + 2 000 km),ISO 14200,2021,en
Mechanical vibration and shock — Signal processing — Part 1: General introduction,ISO 18431-1,2005,en
Information technology — Fibre Channel — Part 116: 10 Gigabit (10GFC),ISO/IEC 14165-116,2005,en
Intelligent transport systems (ITS) — Location referencing for geographic databases — Part 4: Precise relative location references (precise relative profile),ISO 17572-4,2020,en
Tractors and machinery for agriculture and forestry — Test procedures for positioning and guidance systems in agriculture — Part 1: Dynamic testing of satellite-based positioning devices,ISO 12188-1,2010,en
"Fine ceramics (advanced ceramics, advanced technical ceramics) — Test method for fracture resistance of silicon nitride materials for rolling bearing balls at room temperature by indentation fracture (IF) method",ISO 14627,2012,en
Aluminium and aluminium alloys — Determination of silicon — Spectrophotometric method with the reduced silicomolybdic complex,ISO 808,1973,en
"Washer-disinfectors — Part 1: General requirements, terms and definitions and tests",ISO 15883-1,2006,en
Space data and information transfer systems — Orbit data messages,ISO 26900,2012,en
Mineral and sapphire watch-glasses — Part 4: Anti-reflective treatment,ISO 14368-4,2020,en
Carbonate liming materials — Determination of reactivity — Automatic titration method with citric acid,ISO 22146,2018,en
Wheelchairs — Part 4: Energy consumption of electric wheelchairs and scooters for determination of theoretical distance range,ISO 7176-4,2008,en
Motorcycle tyres and rims (metric series) — Part 1: Design guides,ISO 5751-1,2010,en
"Graphic technology — Process control for the production of half-tone colour separations, proof and production prints — Part 1: Parameters and measurement methods",ISO 12647-1,2013,en
Graphic technology — Quantification and communication for calculating the carbon footprint of print media products,ISO 16759,2013,en
Road vehicles — Tachograph systems — Part 7: Parameters,ISO 16844-7,2022,en
Naturalistic driving studies — Vocabulary — Part 1: Safety critical events,ISO/TR 21974-1,2018,en
"Ductile iron pipes, fittings, accessories and their joints — External zinc-based coating — Part 1: Metallic zinc with finishing layer",ISO 8179-1,2017,en
